Em,IDSessao,Pedido,IP,Pageviews
08/05/2017 12:09:00,2093685368,,"157.55.39.122",0
08/05/2017 12:09:00,2093685362,,"157.55.39.122",0
08/05/2017 12:09:00,2093685354,,"157.55.39.122",0
08/05/2017 12:09:00,2093685349,,"157.55.39.122",0
08/05/2017 12:09:00,2093685346,,"157.55.39.122",0
08/05/2017 12:09:00,2093685345,,"157.55.39.122",0
08/05/2017 12:09:00,2093685340,,"157.55.39.122",0
08/05/2017 12:09:00,2093685337,,"157.55.39.122",0
08/05/2017 12:09:00,2093685333,,"157.55.39.122",0
08/05/2017 12:09:00,2093685327,,"157.55.39.122",0
08/05/2017 12:09:00,2093685321,,"157.55.39.122",0
08/05/2017 12:09:00,2093685307,,"157.55.39.122",0
08/05/2017 12:09:00,2093685304,,"157.55.39.122",0
08/05/2017 12:09:00,2093685301,,"157.55.39.122",0
08/05/2017 12:08:00,2093685162,,"157.55.39.122",0
08/05/2017 12:08:00,2093685157,,"157.55.39.122",0
08/05/2017 12:08:00,2093685155,,"157.55.39.122",0
08/05/2017 12:08:00,2093685153,,"157.55.39.122",0
08/05/2017 12:08:00,2093685150,,"157.55.39.122",0
08/05/2017 12:08:00,2093685141,,"157.55.39.122",0
08/05/2017 12:08:00,2093685134,,"157.55.39.122",0
08/05/2017 12:08:00,2093685121,,"157.55.39.122",0
08/05/2017 12:08:00,2093685113,,"157.55.39.122",0
08/05/2017 12:08:00,2093685109,,"157.55.39.122",0
08/05/2017 12:08:00,2093685103,,"157.55.39.122",0
08/05/2017 12:08:00,2093685099,,"157.55.39.122",0
08/05/2017 12:08:00,2093685095,,"157.55.39.122",0
08/05/2017 12:08:00,2093685093,,"157.55.39.122",0
08/05/2017 12:08:00,2093685086,,"157.55.39.122",0
08/05/2017 12:08:00,2093685083,,"157.55.39.122",0
08/05/2017 12:08:00,2093685079,,"157.55.39.122",0
08/05/2017 12:08:00,2093685076,,"157.55.39.122",0
08/05/2017 12:08:00,2093685072,,"157.55.39.122",0
08/05/2017 12:08:00,2093685069,,"157.55.39.122",0
08/05/2017 12:08:00,2093685065,,"157.55.39.122",0
08/05/2017 12:08:00,2093685061,,"157.55.39.122",0
08/05/2017 12:08:00,2093685057,,"157.55.39.122",0
08/05/2017 12:08:00,2093685052,,"157.55.39.122",0
08/05/2017 12:08:00,2093685051,,"157.55.39.122",0
08/05/2017 12:08:00,2093685046,,"157.55.39.122",0
08/05/2017 12:08:00,2093685041,,"157.55.39.122",0
08/05/2017 12:08:00,2093685036,,"157.55.39.122",0
08/05/2017 12:08:00,2093685033,,"157.55.39.122",0
08/05/2017 12:08:00,2093685024,,"157.55.39.122",0
08/05/2017 12:08:00,2093684878,,"157.55.39.75",0
08/05/2017 12:08:00,2093684873,,"157.55.39.75",0
08/05/2017 12:08:00,2093684870,,"157.55.39.75",0
08/05/2017 12:08:00,2093684867,,"157.55.39.75",0
08/05/2017 12:08:00,2093684861,,"157.55.39.75",0
08/05/2017 12:08:00,2093684855,,"157.55.39.75",0
08/05/2017 12:08:00,2093684847,,"157.55.39.75",0
08/05/2017 12:08:00,2093684841,,"157.55.39.75",0
08/05/2017 12:08:00,2093684839,,"157.55.39.75",0
08/05/2017 12:08:00,2093684835,,"157.55.39.75",0
08/05/2017 12:08:00,2093684827,,"157.55.39.75",0
08/05/2017 12:08:00,2093684822,,"157.55.39.75",0
08/05/2017 12:08:00,2093684819,,"157.55.39.75",0
08/05/2017 12:08:00,2093684818,,"157.55.39.75",0
08/05/2017 12:08:00,2093684815,,"157.55.39.75",0
08/05/2017 12:08:00,2093684810,,"157.55.39.75",0
08/05/2017 12:08:00,2093684804,,"157.55.39.75",0
08/05/2017 12:08:00,2093684793,,"157.55.39.75",0
08/05/2017 12:08:00,2093684782,,"157.55.39.75",0
08/05/2017 12:08:00,2093684776,,"157.55.39.75",0
08/05/2017 12:08:00,2093684766,,"157.55.39.75",0
08/05/2017 12:08:00,2093684765,,"157.55.39.75",0
08/05/2017 12:08:00,2093684763,,"157.55.39.75",0
08/05/2017 12:08:00,2093684755,,"157.55.39.75",0
08/05/2017 12:08:00,2093684744,,"157.55.39.75",0
08/05/2017 12:08:00,2093684739,,"157.55.39.75",0
08/05/2017 12:08:00,2093684737,,"157.55.39.75",0
08/05/2017 12:08:00,2093684733,,"157.55.39.75",0
08/05/2017 12:08:00,2093684726,,"157.55.39.75",0
08/05/2017 12:08:00,2093684718,,"157.55.39.75",0
08/05/2017 12:07:00,2093684580,,"157.55.39.122",0
08/05/2017 12:07:00,2093684578,,"157.55.39.122",0
08/05/2017 12:07:00,2093684575,,"157.55.39.122",0
08/05/2017 12:07:00,2093684572,,"157.55.39.122",0
08/05/2017 12:07:00,2093684569,,"157.55.39.122",0
08/05/2017 12:07:00,2093684564,,"157.55.39.122",0
08/05/2017 12:07:00,2093684562,,"157.55.39.122",0
08/05/2017 12:07:00,2093684559,,"157.55.39.122",0
08/05/2017 12:07:00,2093684555,,"157.55.39.122",0
08/05/2017 12:07:00,2093684553,,"157.55.39.122",0
08/05/2017 12:07:00,2093684552,,"157.55.39.122",0
08/05/2017 12:07:00,2093684550,,"157.55.39.122",0
08/05/2017 12:07:00,2093684544,,"157.55.39.122",0
08/05/2017 12:07:00,2093684536,,"157.55.39.122",0
08/05/2017 12:07:00,2093684530,,"157.55.39.122",0
08/05/2017 12:07:00,2093684527,,"157.55.39.122",0
08/05/2017 12:07:00,2093684521,,"157.55.39.122",0
08/05/2017 12:07:00,2093684517,,"157.55.39.122",0
08/05/2017 12:07:00,2093684514,,"157.55.39.122",0
08/05/2017 12:07:00,2093684511,,"157.55.39.122",0
08/05/2017 12:07:00,2093684509,,"157.55.39.122",0
08/05/2017 12:07:00,2093684505,,"157.55.39.122",0
08/05/2017 12:07:00,2093684499,,"157.55.39.122",0
08/05/2017 12:07:00,2093684494,,"157.55.39.122",0
08/05/2017 12:07:00,2093684491,,"157.55.39.122",0
08/05/2017 12:07:00,2093684483,,"157.55.39.122",0
08/05/2017 12:07:00,2093684479,,"157.55.39.122",0
08/05/2017 12:07:00,2093684474,,"157.55.39.122",0
08/05/2017 12:07:00,2093684470,,"157.55.39.122",0
08/05/2017 12:07:00,2093684462,,"157.55.39.122",0
08/05/2017 12:06:00,2093683965,,"66.249.64.218",0
08/05/2017 12:04:00,2093682737,,"201.55.141.49",5
08/05/2017 12:02:00,2093681903,,"66.249.64.210",0
08/05/2017 11:50:00,2093675451,,"186.248.100.6",1
08/05/2017 11:48:00,2093674581,,"40.77.167.133",0
08/05/2017 11:46:00,2093673152,,"66.249.64.210",0
08/05/2017 11:45:00,2093672810,,"186.183.211.53",1
08/05/2017 11:45:00,2093672564,,"66.249.64.218",0
08/05/2017 11:43:00,2093671312,,"186.216.157.60",10
08/05/2017 11:42:00,2093670995,,"201.17.211.52",6
08/05/2017 11:42:00,2093670492,,"66.249.64.210",0
08/05/2017 11:40:00,2093669848,,"168.181.48.142",0
08/05/2017 11:40:00,2093669456,,"199.30.24.213",0
08/05/2017 11:39:00,2093669026,,"177.154.41.186",9
08/05/2017 11:38:00,2093668217,,"66.249.64.214",0
08/05/2017 11:36:00,2093667199,,"66.249.64.214",0
08/05/2017 11:36:00,2093666936,16338,"168.181.48.142",17
08/05/2017 11:34:00,2093666349,,"157.55.39.75",0
08/05/2017 11:34:00,2093666196,,"177.39.171.198",7
08/05/2017 11:32:00,2093665275,16337,"168.181.48.142",12
08/05/2017 11:32:00,2093664854,,"199.30.25.164",0
08/05/2017 11:32:00,2093664810,,"157.55.39.122",0
08/05/2017 11:30:00,2093664002,,"191.251.173.224",11
08/05/2017 11:24:00,2093661105,,"191.221.224.198",2
08/05/2017 11:22:00,2093660227,,"54.236.1.13",0
08/05/2017 11:22:00,2093660200,,"179.254.149.105",1
08/05/2017 11:22:00,2093659959,,"189.83.249.239",13
08/05/2017 11:21:00,2093659803,,"187.110.212.12",1
08/05/2017 11:16:00,2093657222,,"66.249.64.210",0
08/05/2017 11:14:00,2093656089,,"66.249.64.218",0
08/05/2017 11:13:00,2093655931,,"200.0.102.2",1
08/05/2017 11:13:00,2093655640,,"66.249.64.210",0
08/05/2017 11:12:00,2093655521,,"66.249.64.214",0
08/05/2017 11:11:00,2093654574,,"65.55.210.20",0
08/05/2017 11:08:00,2093653301,,"66.249.64.218",0
08/05/2017 11:07:00,2093652837,,"177.23.187.176",1
08/05/2017 11:07:00,2093652640,,"66.249.64.218",0
08/05/2017 11:04:00,2093651136,,"191.251.173.224",1
08/05/2017 10:59:00,2093648255,,"200.0.102.2",9
08/05/2017 10:53:00,2093645327,,"66.249.64.218",0
08/05/2017 10:51:00,2093644121,,"177.66.6.102",5
08/05/2017 10:48:00,2093642273,,"187.9.87.10",2
08/05/2017 10:44:00,2093640621,,"201.63.58.26",2
08/05/2017 10:40:00,2093638602,,"167.250.8.1",27
08/05/2017 10:39:00,2093637698,,"191.5.146.209",1
08/05/2017 10:34:00,2093635538,,"66.249.64.214",0
08/05/2017 10:33:00,2093635128,,"66.249.64.210",0
08/05/2017 10:33:00,2093635026,,"66.249.64.214",0
08/05/2017 10:32:00,2093634494,,"40.77.167.133",0
08/05/2017 10:31:00,2093634048,,"186.237.159.228",1
08/05/2017 10:31:00,2093634000,,"200.150.122.202",2
08/05/2017 10:31:00,2093633978,,"186.237.159.228",1
08/05/2017 10:31:00,2093633930,,"186.237.159.228",1
08/05/2017 10:30:00,2093633863,,"186.237.159.228",1
08/05/2017 10:30:00,2093633861,,"186.237.159.228",1
08/05/2017 10:28:00,2093632677,,"54.236.1.11",0
08/05/2017 10:28:00,2093632645,,"201.55.163.56",1
08/05/2017 10:28:00,2093632615,,"186.237.159.228",22
08/05/2017 10:28:00,2093632533,,"66.249.64.218",0
08/05/2017 10:27:00,2093631920,,"179.233.100.19",9
08/05/2017 10:26:00,2093631506,,"66.249.64.210",0
08/05/2017 10:26:00,2093631442,,"66.249.64.214",0
08/05/2017 10:25:00,2093631319,,"157.55.39.122",0
08/05/2017 10:25:00,2093631080,,"177.5.49.52",2
08/05/2017 10:21:00,2093629346,,"157.55.39.122",0
08/05/2017 10:20:00,2093628860,,"179.234.81.193",4
08/05/2017 10:19:00,2093628210,,"177.85.165.137",8
08/05/2017 10:14:00,2093626072,,"66.249.64.218",0
08/05/2017 10:13:00,2093625480,,"177.80.123.189",5
08/05/2017 10:12:00,2093624723,,"66.249.64.214",0
08/05/2017 10:11:00,2093624358,,"177.79.33.91",2
08/05/2017 10:11:00,2093624189,,"66.249.64.210",0
08/05/2017 10:10:00,2093623712,,"186.237.159.228",20
08/05/2017 10:09:00,2093622996,,"54.236.1.11",0
08/05/2017 10:07:00,2093622290,,"66.249.64.210",0
08/05/2017 10:06:00,2093621491,,"187.58.63.2",9
08/05/2017 10:00:00,2093618955,,"177.223.254.168",2
08/05/2017 09:58:00,2093617512,,"66.249.64.210",0
08/05/2017 09:54:00,2093615481,,"177.67.47.158",2
08/05/2017 09:52:00,2093614628,,"200.138.186.154",23
08/05/2017 09:52:00,2093614454,,"179.254.11.29",30
08/05/2017 09:50:00,2093613617,,"186.212.107.74",1
08/05/2017 09:49:00,2093613208,,"66.249.64.210",0
08/05/2017 09:46:00,2093612023,,"54.236.1.11",0
08/05/2017 09:46:00,2093612019,,"54.236.1.13",0
08/05/2017 09:46:00,2093612002,,"190.149.178.3",1
08/05/2017 09:46:00,2093611999,,"190.149.178.3",1
08/05/2017 09:46:00,2093611924,,"189.35.90.9",0
08/05/2017 09:46:00,2093611923,,"189.35.90.9",2
08/05/2017 09:46:00,2093611765,,"186.233.20.122",17
08/05/2017 09:44:00,2093610891,,"138.36.7.50",22
08/05/2017 09:43:00,2093610622,,"157.55.39.122",0
08/05/2017 09:42:00,2093609752,,"40.77.167.133",0
08/05/2017 09:42:00,2093609714,,"66.249.64.214",0
08/05/2017 09:41:00,2093609624,,"186.237.159.228",41
08/05/2017 09:41:00,2093609622,,"66.249.64.210",0
08/05/2017 09:39:00,2093608609,,"66.249.64.214",0
08/05/2017 09:39:00,2093608457,,"189.58.144.22",4
08/05/2017 09:38:00,2093608328,,"189.72.166.219",13
08/05/2017 09:38:00,2093608019,,"66.249.64.210",0
08/05/2017 09:37:00,2093607493,,"157.55.39.75",0
08/05/2017 09:30:00,2093604704,,"186.237.159.228",10
08/05/2017 09:30:00,2093604656,,"66.249.64.210",0
08/05/2017 09:29:00,2093604009,,"66.249.64.210",0
08/05/2017 09:28:00,2093603745,,"66.249.64.210",0
08/05/2017 09:23:00,2093601351,,"67.227.147.196",3
08/05/2017 09:19:00,2093599579,,"66.249.64.210",0
08/05/2017 09:14:00,2093597125,,"66.249.64.210",0
08/05/2017 09:09:00,2093595196,,"54.236.1.13",0
08/05/2017 09:04:00,2093593251,,"66.249.64.210",0
08/05/2017 09:02:00,2093592528,,"54.236.1.13",0
08/05/2017 09:01:00,2093591960,,"186.237.159.228",29
08/05/2017 08:59:00,2093591341,,"200.233.109.241",6
08/05/2017 08:58:00,2093590651,,"66.249.64.214",0
08/05/2017 08:53:00,2093588699,,"177.188.36.85",4
08/05/2017 08:48:00,2093586447,,"157.55.39.122",0
08/05/2017 08:47:00,2093586107,,"189.58.98.184",10
08/05/2017 08:46:00,2093585575,16336,"200.233.109.241",17
08/05/2017 08:44:00,2093585005,,"66.249.64.214",0
08/05/2017 08:43:00,2093584296,,"177.96.146.230",22
08/05/2017 08:42:00,2093583887,,"66.249.64.210",0
08/05/2017 08:42:00,2093583693,,"187.21.42.109",2
08/05/2017 08:39:00,2093582485,,"189.44.225.227",10
08/05/2017 08:39:00,2093582464,,"186.237.159.228",56
08/05/2017 08:38:00,2093581929,,"66.249.64.214",0
08/05/2017 08:36:00,2093581268,,"66.249.64.218",0
08/05/2017 08:34:00,2093579951,,"157.55.39.122",0
08/05/2017 08:33:00,2093579611,,"201.10.157.45",9
08/05/2017 08:23:00,2093576001,,"54.236.1.13",0
08/05/2017 08:23:00,2093575973,,"66.87.124.143",2
08/05/2017 08:23:00,2093575869,,"157.55.39.75",0
08/05/2017 08:17:00,2093573518,,"201.2.27.228",5
08/05/2017 08:09:00,2093570625,,"66.249.64.214",0
08/05/2017 08:09:00,2093570550,,"186.237.159.228",32
08/05/2017 08:08:00,2093570422,,"186.237.159.228",3
08/05/2017 08:08:00,2093570205,,"66.249.64.218",0
08/05/2017 08:07:00,2093570082,,"186.237.159.228",5
08/05/2017 08:07:00,2093570031,,"186.237.159.228",0
08/05/2017 08:06:00,2093569651,,"177.189.209.108",9
08/05/2017 08:06:00,2093569536,,"40.77.167.133",0
08/05/2017 08:03:00,2093568655,,"187.112.209.145",7
08/05/2017 08:01:00,2093567734,,"66.249.64.214",0
08/05/2017 07:56:00,2093566035,,"66.249.64.210",0
08/05/2017 07:55:00,2093565630,,"54.236.1.13",0
08/05/2017 07:55:00,2093565614,,"186.79.10.182",1
08/05/2017 07:54:00,2093565284,,"66.249.64.210",0
08/05/2017 07:49:00,2093563625,,"177.44.133.126",4
08/05/2017 07:48:00,2093563200,,"179.221.75.208",53
08/05/2017 07:46:00,2093562593,,"66.249.64.214",0
08/05/2017 07:40:00,2093560669,,"40.77.167.133",0
08/05/2017 07:34:00,2093558591,,"66.249.64.214",0
08/05/2017 07:29:00,2093556746,,"66.249.64.210",0
08/05/2017 07:23:00,2093554954,,"177.91.95.253",1
08/05/2017 07:07:00,2093549579,,"65.55.210.32",0
08/05/2017 07:06:00,2093549375,,"54.236.1.13",0
08/05/2017 07:06:00,2093549358,,"187.116.100.8",1
08/05/2017 07:02:00,2093548350,,"66.249.64.218",0
08/05/2017 06:42:00,2093542880,,"66.249.64.218",0
08/05/2017 06:38:00,2093541759,,"66.249.64.210",0
08/05/2017 06:37:00,2093541424,,"157.55.39.122",0
08/05/2017 06:26:00,2093538260,,"201.93.110.230",13
08/05/2017 06:20:00,2093536844,,"66.249.64.210",0
08/05/2017 06:17:00,2093536006,,"131.253.25.173",0
08/05/2017 06:16:00,2093535731,,"54.236.1.11",0
08/05/2017 06:14:00,2093535364,,"66.249.64.218",0
08/05/2017 06:07:00,2093533468,,"54.236.1.13",0
08/05/2017 05:56:00,2093530423,,"66.249.64.218",0
08/05/2017 05:54:00,2093529989,,"66.249.64.210",0
08/05/2017 05:54:00,2093529938,,"54.236.1.11",0
08/05/2017 05:54:00,2093529807,,"40.77.167.133",0
08/05/2017 05:52:00,2093529460,,"66.249.64.218",0
08/05/2017 05:51:00,2093529215,,"157.55.39.75",0
08/05/2017 05:47:00,2093528163,,"66.249.64.210",0
08/05/2017 05:32:00,2093524558,,"66.249.64.214",0
08/05/2017 05:27:00,2093523154,,"66.249.64.218",0
08/05/2017 05:18:00,2093521063,,"66.249.64.214",0
08/05/2017 05:16:00,2093520563,,"66.249.64.218",0
08/05/2017 05:13:00,2093519805,,"66.249.64.218",0
08/05/2017 05:12:00,2093519517,,"157.55.39.253",0
08/05/2017 05:07:00,2093518195,,"67.227.147.196",2
08/05/2017 05:01:00,2093516862,,"186.237.159.228",1
08/05/2017 04:45:00,2093513206,,"66.249.64.210",0
08/05/2017 04:42:00,2093512356,,"66.249.64.214",0
08/05/2017 04:41:00,2093512120,,"199.30.25.10",0
08/05/2017 04:40:00,2093511939,,"66.249.64.218",0
08/05/2017 04:39:00,2093511736,,"66.249.64.218",0
08/05/2017 04:38:00,2093511540,,"54.236.1.13",0
08/05/2017 04:37:00,2093511112,,"157.55.39.122",0
08/05/2017 04:32:00,2093509956,,"66.249.64.210",0
08/05/2017 04:15:00,2093506203,,"66.249.64.214",0
08/05/2017 04:14:00,2093505877,,"66.249.64.214",0
08/05/2017 04:10:00,2093505066,,"66.249.64.210",0
08/05/2017 04:08:00,2093504624,,"66.249.64.210",0
08/05/2017 04:07:00,2093504286,,"66.249.64.214",0
08/05/2017 04:05:00,2093503861,,"157.55.39.253",0
08/05/2017 04:00:00,2093502758,,"66.249.64.218",0
08/05/2017 03:59:00,2093502349,,"66.249.64.214",0
08/05/2017 03:55:00,2093501225,,"66.249.64.210",0
08/05/2017 03:49:00,2093499602,,"54.236.1.13",0
08/05/2017 03:48:00,2093499564,,"40.77.167.133",0
08/05/2017 03:41:00,2093497709,,"66.249.64.214",0
08/05/2017 03:35:00,2093496383,,"66.249.64.210",0
08/05/2017 03:35:00,2093496185,,"66.249.64.214",0
08/05/2017 03:31:00,2093495409,,"66.249.64.210",0
08/05/2017 03:26:00,2093494017,,"66.249.64.214",0
08/05/2017 03:25:00,2093493915,,"66.249.64.214",0
08/05/2017 03:15:00,2093491299,,"54.236.1.13",0
08/05/2017 03:08:00,2093489523,,"66.249.64.210",0
08/05/2017 02:58:00,2093486934,,"66.249.64.210",0
08/05/2017 02:57:00,2093486762,,"157.55.39.75",0
08/05/2017 02:52:00,2093485438,,"66.249.64.214",0
08/05/2017 02:52:00,2093485339,,"66.249.64.218",0
08/05/2017 02:48:00,2093484429,,"66.249.64.218",0
08/05/2017 02:44:00,2093483323,,"66.249.64.210",0
08/05/2017 02:43:00,2093482746,,"66.249.64.210",0
08/05/2017 02:42:00,2093482718,,"66.249.64.214",0
08/05/2017 02:42:00,2093482539,,"40.77.167.133",0
08/05/2017 02:35:00,2093480633,,"66.249.64.218",0
08/05/2017 02:32:00,2093480024,,"66.249.64.214",0
08/05/2017 02:31:00,2093479568,,"186.237.159.228",1
08/05/2017 02:31:00,2093479525,,"186.237.159.228",1
08/05/2017 02:30:00,2093479493,,"186.237.159.228",1
08/05/2017 02:30:00,2093479464,,"186.237.159.228",1
08/05/2017 02:30:00,2093479462,,"186.237.159.228",1
08/05/2017 02:29:00,2093479039,,"177.80.173.20",55
08/05/2017 02:27:00,2093478456,,"40.77.167.133",0
08/05/2017 02:09:00,2093473644,,"157.55.39.122",0
08/05/2017 02:07:00,2093473158,,"54.236.1.13",0
08/05/2017 02:07:00,2093473151,,"181.92.89.135",0
08/05/2017 02:07:00,2093473078,,"66.249.64.214",0
08/05/2017 02:03:00,2093471974,,"66.249.64.214",0
08/05/2017 01:59:00,2093470823,,"157.55.39.253",0
08/05/2017 01:59:00,2093470709,,"66.249.64.214",0
08/05/2017 01:50:00,2093468057,,"186.250.116.2",1
08/05/2017 01:37:00,2093463592,,"66.249.64.218",0
08/05/2017 01:30:00,2093462015,,"54.236.1.13",0
08/05/2017 01:24:00,2093460228,,"52.44.254.191",1
08/05/2017 01:24:00,2093460222,,"52.44.254.191",1
08/05/2017 01:24:00,2093460214,,"66.249.64.218",0
08/05/2017 01:23:00,2093459776,,"66.249.64.218",0
08/05/2017 01:21:00,2093459142,,"66.249.64.210",0
08/05/2017 01:16:00,2093457521,,"66.249.64.210",0
08/05/2017 01:00:00,2093452542,,"173.194.94.96",1
08/05/2017 01:00:00,2093452274,,"66.249.64.210",0
08/05/2017 00:58:00,2093451681,,"66.249.64.214",0
08/05/2017 00:57:00,2093451349,,"67.227.147.196",2
08/05/2017 00:56:00,2093451138,,"66.249.64.218",0
08/05/2017 00:51:00,2093449347,,"66.249.64.214",0
08/05/2017 00:39:00,2093444965,,"54.236.1.11",0
08/05/2017 00:39:00,2093444954,,"186.192.5.136",1
08/05/2017 00:34:00,2093442887,,"66.249.64.214",0
08/05/2017 00:32:00,2093442198,,"66.249.64.210",0
08/05/2017 00:32:00,2093442043,,"66.249.64.214",0
08/05/2017 00:31:00,2093441698,,"189.90.38.106",1
08/05/2017 00:29:00,2093440679,,"67.227.147.192",1
08/05/2017 00:27:00,2093439942,,"66.249.64.218",0
08/05/2017 00:25:00,2093439367,,"131.253.25.181",0
08/05/2017 00:16:00,2093435900,,"157.55.39.253",0
08/05/2017 00:12:00,2093434443,,"189.31.131.53",7
08/05/2017 00:09:00,2093433163,,"75.126.10.150",1
08/05/2017 00:04:00,2093431385,,"66.249.64.218",0
07/05/2017 23:59:00,2093429239,,"157.55.39.122",0
07/05/2017 23:57:00,2093428472,,"66.249.64.214",0
07/05/2017 23:54:00,2093427405,,"65.55.213.30",0
07/05/2017 23:49:00,2093425122,,"66.249.64.218",0
07/05/2017 23:42:00,2093422513,,"189.106.225.146",49
07/05/2017 23:42:00,2093422183,,"177.71.61.31",25
07/05/2017 23:39:00,2093421064,,"66.249.64.214",0
07/05/2017 23:33:00,2093418535,,"179.228.67.5",1
07/05/2017 23:33:00,2093418451,,"179.253.182.163",1
07/05/2017 23:31:00,2093417697,,"66.249.64.218",0
07/05/2017 23:28:00,2093416486,,"66.249.64.218",0
07/05/2017 23:24:00,2093414493,,"177.82.223.225",1
07/05/2017 23:24:00,2093414388,,"66.249.64.218",0
07/05/2017 23:22:00,2093413817,,"66.249.64.214",0
07/05/2017 23:17:00,2093411491,,"191.5.236.15",17
07/05/2017 23:17:00,2093411256,,"201.6.131.75",7
07/05/2017 23:14:00,2093409818,,"179.217.241.171",12
07/05/2017 23:12:00,2093409313,,"191.179.170.96",1
07/05/2017 23:09:00,2093407796,,"177.92.255.99",13
07/05/2017 23:04:00,2093405748,,"157.55.39.75",0
07/05/2017 23:04:00,2093405645,,"54.236.1.14",0
07/05/2017 23:03:00,2093405262,,"54.236.1.13",0
07/05/2017 23:00:00,2093403863,,"187.113.232.92",2
07/05/2017 22:57:00,2093402214,,"66.249.64.218",0
07/05/2017 22:56:00,2093402135,,"186.93.153.168",1
07/05/2017 22:56:00,2093402133,,"54.236.1.13",0
07/05/2017 22:56:00,2093402016,,"66.249.64.210",0
07/05/2017 22:52:00,2093400121,,"189.49.176.147",3
07/05/2017 22:51:00,2093399535,,"191.185.57.119",3
07/05/2017 22:50:00,2093398841,,"179.254.57.37",1
07/05/2017 22:47:00,2093397195,,"54.236.1.14",0
07/05/2017 22:41:00,2093394178,,"200.138.91.220",7
07/05/2017 22:41:00,2093393968,,"66.249.64.210",0
07/05/2017 22:38:00,2093392460,,"186.219.247.231",87
07/05/2017 22:35:00,2093391058,,"179.114.14.144",12
07/05/2017 22:35:00,2093390845,,"66.102.8.12",0
07/05/2017 22:35:00,2093390844,,"66.102.8.8",0
07/05/2017 22:35:00,2093390843,,"66.102.8.8",0
07/05/2017 22:35:00,2093390841,,"66.102.8.10",0
07/05/2017 22:35:00,2093390837,,"66.102.8.8",0
07/05/2017 22:35:00,2093390822,,"66.102.8.12",0
07/05/2017 22:35:00,2093390818,,"66.102.8.10",0
07/05/2017 22:32:00,2093389535,,"138.94.200.102",0
07/05/2017 22:30:00,2093387963,,"179.212.223.250",7
07/05/2017 22:30:00,2093387237,,"66.249.64.210",0
07/05/2017 22:29:00,2093387044,,"157.55.2.183",0
07/05/2017 22:27:00,2093385340,,"66.249.64.214",0
07/05/2017 22:26:00,2093385016,,"177.96.187.25",2
07/05/2017 22:24:00,2093383697,,"66.249.64.210",0
07/05/2017 22:23:00,2093383624,,"200.141.107.242",2
07/05/2017 22:21:00,2093382218,,"66.249.64.218",0
07/05/2017 22:18:00,2093381167,,"177.71.45.40",12
07/05/2017 22:18:00,2093380826,,"200.89.236.106",1
